Original another basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9,760.87, [1.0,0,0,1,1,3,0,3,0,1,0,0,0,1,1,3,1,2,3,4,4,4,6,5,8,10,13,10,15, 17.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.23,801.65, [0.0,0,0,0,0,0,0,3,0,1,1,1,2,3,3,3,1,4,4,5,7,5,9,8,10,10,10,11,13, 13.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6,768.26, [0.0,0,0,1,1,0,4,2,2,4,4,4,5,10,8,10,10,11,11,16,15,11,11,15,16,18,19,18,15, 17.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.07,802.09, [0.0,2,0,0,0,1,0,2,0,0,3,4,3,8,10,10,10,9,10,12,13,10,14,13,10,14,16,12,12, 14.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1,789.87, [0.0,0,0,0,0,0,0,1,0,3,6,6,6,10,10,10,13,12,13,14,19,19,15,17,16,20,17,15,15, 16.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.37,755.03, [0.0,0,0,1,3,1,3,0,4,0,6,6,6,4,7,8,9,9,8,12,5,11,11,15,13,9,9,10,11, 10.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.83,780.53, [0.0,1,0,0,1,1,1,0,0,1,2,1,2,4,1,5,2,5,5,6,6,10,8,9,10,10,13,13,14, 14.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,789.52, [0.0,0,0,0,0,0,3,0,2,2,1,2,3,3,10,10,10,13,17,15,13,14,18,15,17,15,11,15,16, 15.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8,792.79, [0.0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,2,5,8,14,14,16,17,14,15,14,13,17,14,18, 17.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4,767.76, [0.0,0,1,0,0,2,3,2,3,3,2,5,6,7,4,4,5,9,10,10,15,7,17,11,13,17,17,16,15, 18.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8,867.81, [0.0,0,0,0,0,2,3,3,4,2,2,2,1,1,0,4,0,1,1,6,2,7,7,9,10,10,7,10,10, 10.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.27,821.34, [0.0,0,0,5,5,7,6,6,5,6,7,7,9,8,9,10,8,8,8,10,10,9,10,9,9,8,9,10,10, 10.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43,759.78, [0.0,0,0,1,4,3,1,3,2,2,3,2,3,6,4,4,6,4,4,7,10,10,11,11,16,15,19,10,12, 20.0]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.8,747.26, [0.0,1,1,2,1,2,1,3,2,4,5,8,9,10,10,10,12,12,18,15,14,16,16,17,18,17,19,15,18, 18.0]
